af5ae9986c1b2d6a89ed8b2960a5696e276d206f,MODIFY,regular-file,docker-compose.yaml,347,9
a37ebc7b5485721fdab8a2a0c9e6af732137ba6c,MODIFY,regular-file,src/main/resources/application.properties,1628,2;14;43
